RowNo,Month,DayofMonth,DayOfWeek,DepTime,ShDepTime,ArrTime,ShArrTime,UniqueCarrierCode,FlightNum,TailNum,ActualElapsedTime,ShElapsedTime,AirTime,ArrDelay,DepDelay,OriginCode,DestCode,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
17348,1,17,4,1653,1655,1939,1946,9E,3760,88699E,106,111,83,-7,-2,DSM,DTW,534,14,9,0,,0,,,,,
17349,5,13,2,1848,1854,2356,16,US,128,N832AW,188,202,168,-20,-6,PHX,MKE,1460,8,12,0,,0,,,,,
17350,7,30,3,1415,1420,1506,1513,OO,5416,N270YV,51,53,35,-7,-5,LAX,SAN,109,4,12,0,,0,,,,,
17351,9,7,7,747,800,841,900,OO,3692,N409SW,54,60,27,-19,-13,PIH,SLC,150,16,11,0,,0,,,,,
17352,2,26,2,1527,1527,1844,1900,UA,288,N840UA,137,153,118,-16,0,SEA,DEN,1024,9,10,0,,0,,,,,
17353,7,8,2,1203,1150,1326,1315,WN,2083,N409WN,203,205,184,11,13,HOU,LAX,1390,10,9,0,,0,,,,,
17354,1,3,4,1717,1650,1755,1735,WN,2361,N348SW,98,105,88,20,27,DAL,ELP,562,3,7,0,,0,1,0,0,0,19
17355,3,13,4,1805,1745,1958,1928,OH,5521,N708CA,113,103,85,30,20,RDU,MCO,534,8,20,0,,0,20,0,10,0,0
17356,5,1,4,1554,1555,1817,1834,EV,4254,N854AS,83,99,63,-17,-1,LIT,ATL,453,11,9,0,,0,,,,,
17357,1,3,4,1609,1540,1732,1700,WN,709,N428WN,83,80,55,32,29,LAS,RNO,345,7,21,0,,0,26,0,3,0,3
17358,5,4,7,1015,1014,1146,1140,DL,1460,N998DL,91,86,56,6,1,ATL,RDU,356,4,31,0,,0,,,,,
17359,8,2,6,,700,,955,AA,59,,,355,,,,JFK,SFO,2586,,,1,A,0,,,,,
17360,9,19,5,2117,2055,2230,2215,WN,1797,N478WN,73,80,41,15,22,PHL,PVD,238,4,28,0,,0,0,0,0,0,15
17361,7,8,2,1707,1625,2009,1859,F9,829,N934FR,122,94,83,70,42,DEN,MCI,533,5,34,0,,0,1,0,69,0,0
17362,1,16,3,1457,1500,1559,1600,MQ,3083,N253AE,62,60,32,-1,-3,LAX,SAN,109,13,17,0,,0,,,,,
17363,11,5,3,1645,1650,1806,1819,FL,837,N945AT,81,89,60,-13,-5,MCO,ATL,403,12,9,0,,0,,,,,
17364,9,4,4,1150,1200,1408,1415,FL,988,N974AT,138,135,122,-7,-10,RSW,BWI,919,6,10,0,,0,,,,,
17365,1,31,4,1450,1450,1645,1659,YV,2743,N933LR,175,189,153,-14,0,DSM,PHX,1149,4,18,0,,0,,,,,
17366,7,21,1,909,902,1006,1003,NW,1223,N354NW,177,181,155,3,7,DTW,DEN,1123,8,14,0,,0,,,,,
17367,10,30,4,1622,1625,1921,1910,US,730,N425US,179,165,153,11,-3,FLL,PHL,992,3,23,0,,0,,,,,
17368,8,10,7,707,710,817,815,AA,1228,N513AA,70,65,44,2,-3,SAT,DFW,247,16,10,0,,0,,,,,
17369,5,11,7,552,602,1201,1202,UA,472,N425UA,249,240,213,-1,-10,SMF,ORD,1781,13,23,0,,0,,,,,
17370,5,21,3,1036,1040,1221,1239,DL,672,N373DA,105,119,86,-18,-4,MIA,ATL,595,8,11,0,,0,,,,,
17371,11,24,1,2134,2135,2311,2315,AA,428,N4WKAA,97,100,79,-4,-1,DFW,BNA,631,5,13,0,,0,,,,,
17372,12,18,4,610,615,745,751,9E,2600,89339E,95,96,71,-6,-5,ICT,MEM,453,6,18,0,,0,,,,,
17373,2,10,7,600,600,717,721,YV,2773,N17337,77,81,58,-4,0,ELP,PHX,347,7,12,0,,0,,,,,
17374,3,20,4,1226,1244,1421,1451,OO,6236,N956SW,115,127,93,-30,-18,OKC,ORD,693,7,15,0,,0,,,,,
17375,1,2,3,1304,1310,1419,1434,OO,3938,N423SW,75,84,52,,-6,SLC,BTM,357,4,19,0,,0,,,,,
17376,7,30,3,1935,1945,2159,2154,NW,649,N775NC,144,129,80,5,-10,EWR,DTW,487,11,53,0,,0,,,,,
17377,7,18,5,2137,2005,2218,2042,HA,596,N475HA,41,37,21,96,92,HNL,OGG,100,6,14,0,,0,4,0,0,0,92
17378,12,14,7,1205,1155,1920,1919,DL,873,N6710E,255,264,220,1,10,SMF,ATL,2092,23,12,0,,0,,,,,
17379,5,10,6,1705,1705,1825,1830,YV,2662,N925FJ,80,85,68,-5,0,TLH,CLT,386,7,5,0,,0,,,,,
17380,3,8,6,1435,1340,2003,1910,WN,496,N422WN,208,210,185,53,55,LAS,MDW,1521,6,17,0,,0,0,21,0,0,32
17381,12,5,5,602,600,910,855,DL,701,N682DA,188,175,154,15,2,BOS,ATL,946,11,23,0,,0,0,0,15,0,0
17382,4,2,3,854,900,1003,1010,UA,299,N373UA,69,70,52,-7,-6,SFO,BUR,326,3,14,0,,0,,,,,
17383,5,20,2,1724,1630,2044,2005,WN,1911,N374SW,140,155,127,39,54,MDW,MCO,989,4,9,0,,0,7,0,0,0,32
17384,1,15,2,1559,1558,1858,1855,F9,285,N812FR,119,117,99,3,1,DEN,STL,770,9,11,0,,0,,,,,
17385,4,21,1,1410,1400,1545,1550,MQ,3920,N900AE,95,110,82,-5,10,ICT,ORD,588,5,8,0,,0,,,,,
17386,10,12,7,1555,1555,1720,1729,AA,1369,N573AA,145,154,116,-9,0,EWR,ORD,719,8,21,0,,0,,,,,
17387,12,10,3,1919,1836,2105,1955,EV,5047,N920EV,106,79,50,70,43,ATL,ROA,357,5,51,0,,0,0,0,27,0,43
17388,6,28,6,1032,1040,1801,1811,NW,330,N530US,269,271,235,-10,-8,LAX,DTW,1979,13,21,0,,0,,,,,
17389,11,3,1,1711,1715,1923,1940,WN,1142,N445WN,132,145,119,-17,-4,MCO,ISP,972,3,10,0,,0,,,,,
17390,3,5,3,1319,1320,1505,1520,WN,809,N481WN,106,120,89,-15,-1,SEA,OAK,671,6,11,0,,0,,,,,
17391,2,18,1,1221,1210,1311,1300,WN,3497,N323SW,50,50,37,11,11,TPA,JAX,180,5,8,0,,0,,,,,
17392,11,1,6,849,852,926,910,US,71,N166AW,97,78,57,16,-3,ELP,PHX,347,8,32,0,,0,0,0,16,0,0
17393,2,7,4,1750,1755,1910,1910,EV,4530,N640AS,80,75,46,0,-5,AVL,ATL,164,20,14,0,,0,,,,,
17394,5,23,5,1825,1805,2024,2002,OH,5526,N927CA,119,117,70,22,20,PIT,JFK,340,22,27,0,,0,0,20,2,0,0
17395,9,11,4,844,850,1227,1233,XE,2006,N11113,163,163,148,-6,-6,MCI,EWR,1092,7,8,0,,0,,,,,
17396,2,19,2,1527,1531,1840,1830,9E,4725,80009E,133,119,99,10,-4,MSP,CLE,622,8,26,0,,0,,,,,
17397,3,10,1,1510,1515,2328,2320,UA,294,N849UA,318,305,290,8,-5,SFO,BWI,2457,5,23,0,,0,,,,,
17398,9,26,5,1050,1100,1429,1438,XE,2318,N13566,159,158,140,-9,-10,IAH,GSO,986,3,16,0,,0,,,,,
17399,12,5,5,947,955,1151,1155,US,1588,N449US,124,120,89,-4,-8,CLT,PVD,683,7,28,0,,0,,,,,
17400,6,20,5,747,750,1004,1025,DL,1876,N908DA,77,95,55,-21,-3,LAS,SLC,368,10,12,0,,0,,,,,
17401,5,12,1,2109,2115,2335,2353,NW,764,N600TR,86,98,70,-18,-6,MSP,DTW,528,8,8,0,,0,,,,,
17402,9,15,1,2058,2100,2234,2236,FL,869,N175AT,156,156,126,-2,-2,ATL,MSP,906,4,26,0,,0,,,,,
17403,11,14,5,1848,1855,2024,2030,OO,4488,N804SK,96,95,76,-6,-7,PHX,SLC,507,5,15,0,,0,,,,,
17404,5,18,7,1853,1855,2027,2034,B6,1294,N265JB,94,99,67,-7,-2,PIT,BOS,496,7,20,0,,0,,,,,
17405,8,15,5,541,540,631,634,XE,2384,N14153,50,54,36,-3,1,SHV,IAH,192,6,8,0,,0,,,,,
17406,8,3,7,2026,2035,2210,2220,AS,67,N783AS,104,105,89,-10,-9,JNU,ANC,571,4,11,0,,0,,,,,
17407,1,23,3,1646,1650,1922,1920,UA,1143,N820UA,276,270,242,2,-4,EWR,DEN,1605,11,23,0,,0,,,,,
17408,5,1,4,743,745,1045,1100,WN,1501,N620SW,182,195,169,-15,-2,MHT,TPA,1204,4,9,0,,0,,,,,
17409,9,22,1,1351,1350,1454,1500,WN,385,N512SW,63,70,50,-6,1,SAN,PHX,304,5,8,0,,0,,,,,
17410,4,7,1,1042,1020,1240,1235,WN,400,N723SW,118,135,101,5,22,TPA,CMH,829,8,9,0,,0,,,,,
17411,9,3,3,1027,1030,1222,1240,AA,1010,N5FEAA,235,250,223,-18,-3,STL,SFO,1736,3,9,0,,0,,,,,
17412,9,29,1,901,900,1053,1057,US,259,N668AW,112,117,93,-4,1,SFO,PHX,651,8,11,0,,0,,,,,
17413,12,2,2,1857,1857,2132,2131,YV,2670,N933LR,95,94,74,1,0,MEM,CLT,512,11,10,0,,0,,,,,
17414,3,29,6,1927,1930,2043,2039,OO,3696,N215SW,76,69,52,4,-3,SLC,SUN,223,4,20,0,,0,,,,,
17415,4,27,7,1010,1015,1146,1155,9E,5625,85249E,96,100,64,-9,-5,MSP,MCI,393,8,24,0,,0,,,,,
17416,8,17,7,1726,1730,2152,2202,XE,2899,N13124,146,152,129,-10,-4,PHX,IAH,1009,7,10,0,,0,,,,,
17417,11,4,2,718,720,938,954,UA,279,N828UA,320,334,302,-16,-2,MCO,LAX,2217,8,10,0,,0,,,,,
17418,2,12,2,1639,1044,1857,1230,OO,5951,N744SK,138,106,86,387,355,MEM,ORD,491,44,8,0,,0,0,0,387,0,0
17419,12,9,2,2231,2239,30,49,UA,62,N854UA,119,130,93,-19,-8,SFO,SEA,679,3,23,0,,0,,,,,
17420,11,16,7,1945,2008,2026,2054,AS,153,N762AS,41,46,35,-28,-23,OTZ,OME,183,2,4,0,,0,,,,,
17421,2,19,2,536,545,639,649,CO,626,N13624,63,64,41,-10,-9,DFW,IAH,224,7,15,0,,0,,,,,
17422,5,8,4,1157,1210,1341,1400,AS,363,N944AS,104,110,93,-19,-13,SMF,SEA,605,4,7,0,,0,,,,,
17423,3,21,5,1215,1215,1456,1455,WN,713,N901WN,161,160,134,1,0,LAS,SEA,866,4,23,0,,0,,,,,
17424,6,16,1,937,940,1036,1045,OO,3628,N576SW,59,65,39,-9,-3,TWF,SLC,175,6,14,0,,0,,,,,
17425,8,8,5,651,645,813,815,WN,1564,N212WN,82,90,67,-2,6,OAK,LAS,407,4,11,0,,0,,,,,
17426,12,23,2,1040,1040,1127,1131,OO,5410,N292UX,47,51,36,-4,0,LAX,SAN,109,1,10,0,,0,,,,,
17427,1,13,7,1838,1825,2011,2004,XE,2353,N11548,93,99,75,7,13,CLT,CLE,430,6,12,0,,0,,,,,
17428,3,29,6,947,935,1305,1305,CO,1,N77066,498,510,475,0,12,IAH,HNL,3904,5,18,0,,0,,,,,
17429,4,16,3,1621,1630,2016,2032,XE,2305,N27152,175,182,140,-16,-9,MSP,EWR,1008,13,22,0,,0,,,,,
17430,7,23,3,801,800,1125,1109,AS,25,N549AS,384,369,350,16,1,BOS,SEA,2496,5,29,0,,0,0,0,16,0,0
17431,12,9,2,1422,1415,1549,1550,NW,1471,N772NC,87,95,73,-1,7,MSP,MOT,449,4,10,0,,0,,,,,
17432,7,7,1,1541,1519,1704,1644,EV,4252,N826AS,83,85,56,20,22,SDF,ATL,321,11,16,0,,0,20,0,0,0,0
17433,3,2,7,1436,1358,1641,1545,AS,503,N586AS,125,107,99,56,38,RNO,SEA,564,11,15,0,,0,0,0,18,0,38
17434,10,22,3,1841,1855,2050,2116,AS,569,N564AS,129,141,113,-26,-14,LAX,PDX,834,4,12,0,,0,,,,,
17435,1,18,5,1945,1930,2048,2045,WN,1466,N710SW,63,75,52,3,15,LAX,OAK,337,5,6,0,,0,,,,,
17436,3,20,4,1229,1232,1350,1352,FL,126,N922AT,81,80,63,-2,-3,RDU,ATL,356,9,9,0,,0,,,,,
17437,6,10,2,1541,1545,1618,1620,WN,1168,N665WN,157,155,145,-2,-4,OKC,LAS,987,4,8,0,,0,,,,,
17438,11,22,6,2029,2030,2123,2140,MQ,4267,N686MQ,54,70,39,-17,-1,ORD,EVV,273,4,11,0,,0,,,,,
17439,1,4,5,555,600,546,553,OO,5894,N763SK,51,53,31,-7,-5,GRR,ORD,137,5,15,0,,0,,,,,
17440,8,13,3,1841,1850,1829,1845,MQ,4250,N900AE,48,55,36,-16,-9,AZO,ORD,122,2,10,0,,0,,,,,
17441,4,24,4,902,905,1022,1030,WN,536,N429WN,80,85,70,-8,-3,OAK,SAN,446,3,7,0,,0,,,,,
17442,5,29,4,1237,1240,1452,1455,EV,4219,N973EV,75,75,54,-3,-3,JAN,ATL,341,10,11,0,,0,,,,,
17443,10,8,3,853,855,1003,1007,DL,1420,N662DN,70,72,39,-4,-2,ATL,CLT,227,7,24,0,,0,,,,,
17444,7,10,4,822,830,1121,1152,XE,2906,N11109,119,142,106,-31,-8,IAH,SDF,788,6,7,0,,0,,,,,
17445,5,20,2,1440,1445,1545,1550,9E,5928,86949E,65,65,36,-5,-5,MEM,HSV,184,4,25,0,,0,,,,,
17446,6,1,7,1624,1432,1841,1616,OO,6226,N764SK,137,104,82,145,112,ORD,BHM,584,4,51,0,,0,0,112,33,0,0
17447,11,17,1,1041,1040,1125,1140,WN,690,N350SW,164,180,154,-15,1,SAT,SAN,1129,2,8,0,,0,,,,,
17448,3,29,6,826,829,1012,1017,DL,1523,N939DL,106,108,82,-5,-3,ATL,MIA,595,5,19,0,,0,,,,,
17449,3,16,7,1525,1530,1630,1634,EV,4542,N682BR,65,64,46,-4,-5,GSP,ATL,153,12,7,0,,0,,,,,
17450,4,2,3,2000,2005,2244,2305,WN,613,N757LV,104,120,90,-21,-5,MDW,BDL,777,6,8,0,,0,,,,,
17451,2,6,3,957,945,1155,1146,AS,386,N958AS,118,121,95,9,12,SEA,OAK,671,6,17,0,,0,,,,,
17452,7,14,1,1901,1902,2036,2044,NW,1762,N753NW,95,102,67,-8,-1,DTW,PHL,453,8,20,0,,0,,,,,
17453,6,7,6,1734,1700,2055,2025,AA,1316,N513AA,141,145,119,30,34,DFW,TPA,929,4,18,0,,0,5,0,0,0,25
17454,6,23,1,715,705,811,755,MQ,3366,N614AE,56,50,41,16,10,AUS,DAL,189,2,13,0,,0,10,0,6,0,0
17455,6,1,7,1016,1025,1129,1140,XE,2254,N11536,73,75,57,-11,-9,BRO,IAH,308,7,9,0,,0,,,,,
17456,9,23,2,1348,1350,2100,2117,FL,51,N169AT,252,267,231,-17,-2,LAX,ATL,1946,7,14,0,,0,,,,,
17457,10,10,5,1319,1320,1500,1455,AA,333,N249AA,161,155,115,5,-1,LGA,ORD,733,7,39,0,,0,,,,,
17458,4,21,1,,1554,,1650,YV,7329,N448YV,,56,,,,ASE,DEN,125,,,1,B,0,,,,,
17459,3,17,1,1604,1610,1804,1822,9E,3709,89869E,120,132,95,-18,-6,CAE,DTW,583,11,14,0,,0,,,,,
17460,2,19,2,951,945,1106,1105,WN,1128,N734SA,75,80,61,1,6,OAK,SNA,371,4,10,0,,0,,,,,
17461,3,4,2,1240,1250,1233,1250,OO,2715,N984CA,53,60,44,-17,-10,FNT,MKE,211,3,6,0,,0,,,,,
17462,4,14,1,926,925,1023,1025,AA,1451,N3CXAA,57,60,42,-2,1,TPA,MIA,204,5,10,0,,0,,,,,
17463,11,12,3,558,600,809,813,OO,4410,N809SK,71,73,48,-4,-2,ORD,CVG,264,6,17,0,,0,,,,,
17464,6,28,6,706,700,724,730,WN,3809,N366SW,138,150,127,-6,6,TUL,PHX,935,4,7,0,,0,,,,,
17465,6,1,7,2117,2120,2214,2216,DL,1165,N383DN,117,116,96,-2,-3,SLC,SAN,626,7,14,0,,0,,,,,
17466,8,5,2,806,815,1025,1042,EV,4727,N931EV,79,87,65,-17,-9,PNS,MCO,380,7,7,0,,0,,,,,
17467,1,9,3,659,700,845,830,WN,1849,N655WN,106,90,87,15,-1,MHT,PHL,290,6,13,0,,0,0,0,15,0,0
17468,2,28,4,655,700,1006,1010,B6,1230,N655JB,191,190,151,-4,-5,RSW,BOS,1249,4,36,0,,0,,,,,
17469,3,10,1,2042,2048,2127,2132,OO,6327,N746SK,45,44,25,-5,-6,DEN,ASE,125,2,18,0,,0,,,,,
17470,7,11,5,927,930,1020,1030,WN,11,N617SW,53,60,42,-10,-3,DAL,HOU,239,5,6,0,,0,,,,,
17471,8,10,7,935,935,1109,1115,NW,335,N523US,274,280,256,-6,0,DTW,LAX,1979,5,13,0,,0,,,,,
17472,1,14,1,1138,1125,1236,1225,MQ,3492,N620AE,58,60,40,11,13,SHV,DFW,190,11,7,0,,0,,,,,
17473,11,29,6,1010,1010,1116,1113,YV,7200,N593ML,66,63,37,3,0,PIT,IAD,183,16,13,0,,0,,,,,
17474,3,9,7,,605,,727,XE,2659,,,82,,,,PWM,EWR,284,,,1,B,0,,,,,
17475,3,12,3,2003,1955,2046,2045,WN,881,N371SW,103,110,87,1,8,MCO,MSY,550,3,13,0,,0,,,,,
17476,5,8,4,1916,1825,2037,1957,XE,2362,N12957,81,92,65,40,51,RIC,CLE,362,6,10,0,,0,0,0,0,0,40
17477,5,12,1,931,905,1252,1237,UA,1560,N469UA,141,152,123,15,26,ORD,TPA,1012,4,14,0,,0,5,0,0,0,10
17478,10,28,2,1744,1750,1833,1840,MQ,3892,N819MQ,49,50,35,-7,-6,ABI,DFW,158,9,5,0,,0,,,,,
17479,10,21,2,1109,1110,1658,1709,UA,352,N531UA,229,239,205,-11,-1,SEA,ORD,1721,10,14,0,,0,,,,,
17480,4,15,2,1137,1128,1357,1350,FL,624,N288AT,140,142,123,7,9,MCO,PHL,861,5,12,0,,0,,,,,
17481,8,29,5,2106,2110,2225,2235,NW,334,N316US,79,85,60,-10,-4,DTW,DCA,405,8,11,0,,0,,,,,
17482,2,25,1,1648,1650,1705,1716,XE,7778,N14570,77,86,58,-11,-2,PHX,LAX,370,8,11,0,,0,,,,,
17483,5,22,4,1332,1340,1613,1615,MQ,4594,N705AE,101,95,83,-2,-8,BNA,DCA,562,4,14,0,,0,,,,,
17484,12,24,3,1251,1245,1505,1500,WN,654,N404WN,74,75,58,5,6,MDW,PIT,402,6,10,0,,0,,,,,
17485,10,27,1,1404,1355,1636,1650,US,1753,N172US,92,115,82,-14,9,ORD,CLT,599,3,7,0,,0,,,,,
17486,5,6,2,1352,1355,1501,1502,US,177,N620AW,69,67,45,-1,-3,PHX,LAS,256,6,18,0,,0,,,,,
17487,5,23,5,548,550,838,830,CO,633,N33262,230,220,210,8,-2,LGA,IAH,1416,10,10,0,,0,,,,,
17488,8,24,7,1441,1445,1541,1555,9E,5793,89869E,60,70,39,-14,-4,MEM,SGF,243,3,18,0,,0,,,,,
17489,3,17,1,1915,1902,2021,2015,OH,5061,N695CA,66,73,46,6,13,DTW,CVG,229,6,14,0,,0,,,,,
17490,10,7,2,2215,2215,2214,2230,AA,403,N234AA,119,135,107,-16,0,DFW,TUS,813,4,8,0,,0,,,,,
17491,11,29,6,,732,,817,OO,5551,N579SW,,45,,,,SFO,SMF,86,,,1,C,0,,,,,
17492,10,26,7,1340,1345,1424,1434,OO,5525,N582SW,44,49,23,-10,-5,SFO,SMF,86,3,18,0,,0,,,,,
17493,7,7,1,832,833,1209,1143,YV,7050,N510MJ,157,130,111,26,-1,ORD,MHT,843,8,38,0,,0,0,0,26,0,0
17494,5,7,3,1049,1030,1242,1215,AS,671,N306AS,173,165,152,27,19,DEN,SEA,1024,7,14,0,,0,0,0,8,0,19
17495,6,29,7,1842,1646,2115,1918,UA,694,N922UA,93,92,66,117,116,DEN,OKC,495,3,24,0,,0,104,0,1,0,12
17496,4,28,1,1439,1430,1713,1715,WN,2268,N716SW,94,105,82,-2,9,SAN,ABQ,628,3,9,0,,0,,,,,
17497,12,20,6,1515,1409,1608,1450,OO,5876,N929SW,53,41,18,78,66,COS,DEN,72,25,10,0,,0,4,0,12,0,62
17498,1,12,6,806,810,1456,1530,AA,270,N5EVAA,290,320,272,-34,-4,HNL,LAX,2556,6,12,0,,0,,,,,
17499,3,15,6,625,630,804,805,CO,1087,N74856,159,155,139,-1,-5,MCO,IAH,853,5,15,0,,0,,,,,
17500,3,24,1,1309,1315,1541,1551,NW,587,N589NW,212,216,195,-10,-6,MCO,MSP,1310,4,13,0,,0,,,,,
17501,5,4,7,2242,2245,2338,2355,UA,1492,N406UA,56,70,39,-17,-3,LAX,LAS,236,4,13,0,,0,,,,,
17502,12,5,5,1741,1749,1743,1758,US,186,N158AW,62,69,50,-15,-8,PHX,SAN,304,4,8,0,,0,,,,,
17503,11,7,5,1607,1616,1641,1646,HA,184,N480HA,34,30,21,-5,-9,LIH,HNL,102,6,7,0,,0,,,,,
17504,2,9,6,1747,1800,1948,1958,DL,751,N935DL,121,118,96,-10,-13,IAD,ATL,533,7,18,0,,0,,,,,
17505,7,19,6,1625,1555,1947,1908,B6,91,N662JB,382,373,328,39,30,JFK,OAK,2576,4,50,0,,0,0,0,39,0,0
17506,1,14,1,1620,1630,1745,1815,CO,1195,N77303,85,105,49,-30,-10,BOS,EWR,200,6,30,0,,0,,,,,
17507,9,21,7,1848,1810,2100,2020,WN,1834,N307SW,132,130,118,40,38,BNA,SAT,822,3,11,0,,0,4,0,2,0,34
17508,9,5,5,2114,2120,2135,2136,EV,4759,N720EV,81,76,55,-1,-6,ATL,GPT,352,5,21,0,,0,,,,,
17509,12,28,7,1836,1835,1947,1950,WN,3139,N334SW,71,75,53,-3,1,SJC,LAX,308,8,10,0,,0,,,,,
17510,12,27,6,1421,1340,1931,1845,AA,2448,N342AA,190,185,153,46,41,LAX,DFW,1235,12,25,0,,0,0,41,5,0,0
17511,4,13,7,1225,1230,1246,1255,9E,5962,85159E,81,85,59,-9,-5,TYS,MEM,342,13,9,0,,0,,,,,
17512,4,6,7,1618,1615,1829,1840,WN,80,N224WN,131,145,118,-11,3,RSW,BWI,919,3,10,0,,0,,,,,
17513,6,20,5,1943,1953,2024,2038,OO,6388,N967SW,101,105,88,-14,-10,BOI,SFO,522,4,9,0,,0,,,,,
17514,10,25,6,1343,1330,1447,1455,WN,1892,N414WN,184,205,168,-8,13,LIT,LAS,1295,7,9,0,,0,,,,,
17515,11,18,2,1430,1355,1605,1533,YV,2717,N927LR,95,98,77,32,35,ABE,CLT,481,7,11,0,,0,0,0,32,0,0
17516,6,20,5,2154,2111,56,15,UA,378,N801UA,122,124,95,41,43,ORD,BDL,783,6,21,0,,0,7,0,0,0,34
17517,9,16,2,702,715,827,839,DL,359,N998DL,85,84,61,-12,-13,SDF,ATL,321,9,15,0,,0,,,,,
17518,9,28,7,1305,1305,1312,1320,OH,6911,N658CA,67,75,43,-8,0,CVG,ORD,264,10,14,0,,0,,,,,
17519,1,13,7,1424,1429,1535,1611,OO,5887,N986SW,131,162,113,-36,-5,HPN,ORD,738,8,10,0,,0,,,,,
17520,4,16,3,1631,1635,1705,1717,OO,6386,N938SW,94,102,77,-12,-4,BOI,SFO,522,4,13,0,,0,,,,,
17521,3,6,4,1258,1259,1420,1414,XE,1218,N16511,82,75,41,6,-1,DCA,EWR,199,9,32,0,,0,,,,,
17522,11,2,7,1255,1300,1249,1315,MQ,4441,N830MQ,54,75,41,-26,-5,TOL,ORD,214,5,8,0,,0,,,,,
17523,12,13,6,745,755,1020,1030,B6,40,N615JB,155,155,140,-10,-10,TPA,JFK,1005,3,12,0,,0,,,,,
17524,5,20,2,2153,1750,33,2048,UA,982,N202UA,100,118,79,225,243,ORD,IAD,589,3,18,0,,0,0,0,0,0,225
17525,7,14,1,2040,2045,2133,2145,MQ,3653,N838AE,53,60,39,-12,-5,DFW,FSM,228,3,11,0,,0,,,,,
17526,5,24,6,1200,1210,1336,1350,OH,5556,N806CA,96,100,80,-14,-10,CLE,JFK,425,6,10,0,,0,,,,,
17527,11,25,2,720,715,1131,1129,CO,776,N24212,191,194,166,2,5,IAH,PHL,1324,6,19,0,,0,,,,,
17528,11,22,6,757,800,832,840,MQ,3039,N828MQ,35,40,18,-8,-3,LAX,SBA,89,4,13,0,,0,,,,,
17529,1,10,4,817,815,1040,1030,WN,236,N701GS,83,75,65,10,2,LAX,PHX,370,5,13,0,,0,,,,,
17530,8,3,7,2022,1950,2135,2100,MQ,4325,N612AE,133,130,100,35,32,CLT,ORD,599,7,26,0,,0,0,0,3,0,32
17531,10,5,7,1621,1625,1657,1659,HA,215,N483HA,36,34,21,-2,-4,OGG,HNL,100,10,5,0,,0,,,,,
17532,12,18,4,1600,1600,1713,1709,XE,2406,N14974,73,69,46,4,0,DAL,IAH,217,11,16,0,,0,,,,,
17533,6,15,7,1521,1527,1620,1631,OO,5732,N567SW,59,64,46,-11,-6,SEA,GEG,224,3,10,0,,0,,,,,
17534,9,26,5,952,956,1037,1040,EV,4740,N929EV,105,104,73,-3,-4,ATL,BMI,533,3,29,0,,0,,,,,
17535,7,4,5,1553,1555,1712,1715,MQ,3769,N815AE,79,80,59,-3,-2,DFW,SGF,364,2,18,0,,0,,,,,
17536,3,12,3,1520,1520,1600,1602,YV,2625,N903FJ,100,102,68,-2,0,CLT,PNS,488,10,22,0,,0,,,,,
17537,3,15,6,1100,1100,1207,1210,WN,903,N269WN,67,70,50,-3,0,SAN,LAS,258,7,10,0,,0,,,,,
17538,8,3,7,1528,1527,1935,1922,AA,484,N3BCAA,187,175,155,13,1,DFW,MIA,1121,11,21,0,,0,,,,,
17539,8,13,3,1259,1307,1406,1419,OO,5816,N960SW,67,72,54,-13,-8,RAP,DEN,301,7,6,0,,0,,,,,
17540,12,21,7,1125,838,1202,927,AS,65,N792AS,37,49,22,155,167,KTN,WRG,82,4,11,0,,0,0,0,0,0,155
17541,6,4,3,1841,1840,2019,2026,DL,685,N922DL,98,106,73,-7,1,RIC,ATL,481,8,17,0,,0,,,,,
17542,7,3,4,940,940,1059,1050,MQ,3586,N902BC,79,70,53,9,0,MAF,DFW,309,14,12,0,,0,,,,,
17543,10,8,3,1156,1200,1442,1455,CO,1833,N24702,226,235,189,-13,-4,LGA,IAH,1416,11,26,0,,0,,,,,
17544,12,16,2,1023,1015,1344,1335,US,1972,N574US,141,140,128,9,8,IAH,CLT,913,4,9,0,,0,,,,,
17545,6,29,7,1102,1055,1220,1222,OH,5368,N783CA,78,87,59,-2,7,CVG,MDT,429,5,14,0,,0,,,,,
17546,2,8,5,1116,1112,1440,1445,UA,876,N838UA,144,153,123,-5,4,SEA,DEN,1024,9,12,0,,0,,,,,
17547,2,20,3,851,855,1232,1216,9E,2979,80209E,161,141,103,16,-4,JAN,DTW,777,43,15,0,,0,0,0,16,0,0
17548,8,17,7,629,630,906,912,CO,1455,N38403,157,162,140,-6,-1,PBI,EWR,1024,8,9,0,,0,,,,,
17549,12,15,1,2144,2130,2304,2300,WN,2488,N776WN,80,90,70,4,14,SMF,PDX,479,3,7,0,,0,,,,,
17550,5,28,3,1331,1320,1414,1410,WN,3322,N700GS,43,50,33,4,11,DAL,AUS,189,4,6,0,,0,,,,,
17551,6,14,6,1550,1530,1640,1625,WN,1919,N902WN,50,55,36,15,20,RNO,OAK,180,5,9,0,,0,6,0,0,0,9
17552,6,2,1,2124,2135,2344,2357,UA,990,N843UA,80,82,57,-13,-11,DEN,ICT,419,8,15,0,,0,,,,,
17553,11,9,7,1245,1250,1349,1354,US,975,N944UW,64,64,44,-5,-5,ILM,CLT,185,3,17,0,,0,,,,,
